date,company,offer,channel,segment,price,base_price,discount_rate,marketing_spend,competitor_price_index,holiday_flag,units_sold,unit_cost,fixed_cost,is_synthetic
2025-01-06,雜草町,手捏陶體驗,online,新客,923.93,1080.0,0.145,9581.57,0.893,0,34,411.52,27000.0,True
2025-01-13,雜草町,羊毛氈課程,store,新客,1319.93,1320.0,0.0,13112.3,1.003,0,29,498.26,33000.0,True
2025-01-20,雜草町,金工入門,event,新客,1212.51,1560.0,0.223,15378.57,1.042,0,46,612.24,39000.0,True
2025-01-27,雜草町,老宅夜間工藝,member,新客,1800.0,1800.0,0.0,28911.18,0.939,0,50,703.99,45000.0,True
2025-02-03,雜草町,手捏陶體驗,online,熟客,1075.38,1080.0,0.004,8859.55,0.916,1,34,423.88,27000.0,True
2025-02-10,雜草町,羊毛氈課程,store,熟客,1050.61,1320.0,0.204,14235.52,0.876,1,50,496.09,33000.0,True
2025-02-17,雜草町,金工入門,event,熟客,1427.25,1560.0,0.085,21425.72,0.915,1,48,610.1,39000.0,True
2025-02-24,雜草町,老宅夜間工藝,member,熟客,1523.91,1800.0,0.153,23454.9,1.084,1,58,680.53,45000.0,True
2025-03-03,雜草町,手捏陶體驗,online,親子,971.36,1080.0,0.101,10007.96,0.886,0,36,415.19,27000.0,True
2025-03-10,雜草町,羊毛氈課程,store,親子,1199.75,1320.0,0.091,12459.64,0.923,0,42,487.11,33000.0,True
2025-03-17,雜草町,金工入門,event,親子,1402.17,1560.0,0.101,19425.09,0.952,0,48,607.29,39000.0,True
2025-03-24,雜草町,老宅夜間工藝,member,親子,1717.34,1800.0,0.046,25662.47,0.928,0,41,703.16,45000.0,True
2025-03-31,雜草町,手捏陶體驗,online,年輕族群,1016.31,1080.0,0.059,6267.93,1.036,0,37,418.62,27000.0,True
2025-04-07,雜草町,羊毛氈課程,store,年輕族群,1050.66,1320.0,0.204,15973.95,0.856,0,54,488.3,33000.0,True
2025-04-14,雜草町,金工入門,event,年輕族群,1306.16,1560.0,0.163,16821.74,0.842,0,47,574.98,39000.0,True
2025-04-21,雜草町,老宅夜間工藝,member,年輕族群,1732.92,1800.0,0.037,23827.99,0.75,0,40,641.07,45000.0,True
2025-04-28,雜草町,手捏陶體驗,online,新客,940.04,1080.0,0.13,10915.38,1.124,0,39,400.31,27000.0,True
2025-05-05,雜草町,羊毛氈課程,store,新客,1196.16,1320.0,0.094,13946.95,0.755,0,45,491.99,33000.0,True
2025-05-12,雜草町,金工入門,event,新客,1270.34,1560.0,0.186,13906.05,0.965,0,49,568.19,39000.0,True
2025-05-19,雜草町,老宅夜間工藝,member,新客,1615.44,1800.0,0.103,22410.41,0.827,0,52,691.26,45000.0,True
2025-05-26,雜草町,手捏陶體驗,online,熟客,1069.86,1080.0,0.009,10866.38,0.893,0,37,395.29,27000.0,True
2025-06-02,雜草町,羊毛氈課程,store,熟客,1175.3,1320.0,0.11,14808.64,0.973,0,44,498.2,33000.0,True
2025-06-09,雜草町,金工入門,event,熟客,1484.41,1560.0,0.048,16236.72,0.951,0,41,577.68,39000.0,True
2025-06-16,雜草町,老宅夜間工藝,member,熟客,1613.33,1800.0,0.104,24665.95,0.931,0,50,632.23,45000.0,True
2025-06-23,雜草町,手捏陶體驗,online,親子,967.38,1080.0,0.104,12913.87,0.877,0,43,417.69,27000.0,True
2025-06-30,雜草町,羊毛氈課程,store,親子,1195.88,1320.0,0.094,13733.85,0.988,0,40,494.57,33000.0,True
2025-07-07,雜草町,金工入門,event,親子,1273.95,1560.0,0.183,20401.29,0.967,1,55,591.4,39000.0,True
2025-07-14,雜草町,老宅夜間工藝,member,親子,1800.0,1800.0,0.0,25712.83,0.846,1,48,717.64,45000.0,True
2025-07-21,雜草町,手捏陶體驗,online,年輕族群,925.01,1080.0,0.144,9848.0,0.923,1,51,422.07,27000.0,True
2025-07-28,雜草町,羊毛氈課程,store,年輕族群,1245.38,1320.0,0.057,9613.95,0.953,1,36,487.68,33000.0,True
2025-08-04,雜草町,金工入門,event,年輕族群,1378.38,1560.0,0.116,18591.58,0.939,1,48,587.27,39000.0,True
2025-08-11,雜草町,老宅夜間工藝,member,年輕族群,1720.66,1800.0,0.044,23296.94,0.992,1,44,663.64,45000.0,True
2025-08-18,雜草町,手捏陶體驗,online,新客,875.33,1080.0,0.19,10758.98,0.921,1,49,411.31,27000.0,True
2025-08-25,雜草町,羊毛氈課程,store,新客,1172.53,1320.0,0.112,15465.01,0.929,1,49,505.89,33000.0,True
2025-09-01,雜草町,金工入門,event,新客,1475.58,1560.0,0.054,16800.39,1.013,0,43,579.54,39000.0,True
2025-09-08,雜草町,老宅夜間工藝,member,新客,1645.73,1800.0,0.086,20851.79,0.948,0,40,639.27,45000.0,True
2025-09-15,雜草町,手捏陶體驗,online,熟客,975.42,1080.0,0.097,9443.92,0.899,0,37,404.05,27000.0,True
2025-09-22,雜草町,羊毛氈課程,store,熟客,1098.27,1320.0,0.168,13386.38,0.93,0,47,497.56,33000.0,True
2025-09-29,雜草町,金工入門,event,熟客,1404.08,1560.0,0.1,17796.41,0.885,0,47,595.76,39000.0,True
2025-10-06,雜草町,老宅夜間工藝,member,熟客,1438.81,1800.0,0.201,19732.3,0.867,0,53,677.61,45000.0,True
2025-01-06,雜草町,手捏陶體驗,online,親子,976.78,1080.0,0.096,8629.72,1.039,0,39,382.81,27000.0,True
2025-01-13,雜草町,羊毛氈課程,store,親子,1320.0,1320.0,0.0,15629.15,1.004,0,39,529.79,33000.0,True
2025-01-20,雜草町,金工入門,event,親子,1253.14,1560.0,0.197,18825.66,0.984,0,48,612.7,39000.0,True
2025-01-27,雜草町,老宅夜間工藝,member,親子,1514.9,1800.0,0.158,17961.35,1.06,0,47,693.05,45000.0,True
2025-02-03,雜草町,手捏陶體驗,online,年輕族群,1014.63,1080.0,0.061,7170.64,0.962,1,39,412.13,27000.0,True
2025-02-10,雜草町,羊毛氈課程,store,年輕族群,1161.29,1320.0,0.12,12733.87,0.897,1,48,516.0,33000.0,True
2025-02-17,雜草町,金工入門,event,年輕族群,1560.0,1560.0,0.0,13935.75,0.944,1,39,590.31,39000.0,True
2025-02-24,雜草町,老宅夜間工藝,member,年輕族群,1628.71,1800.0,0.095,25268.07,0.881,1,54,679.26,45000.0,True
2025-03-03,雜草町,手捏陶體驗,online,新客,1080.0,1080.0,0.0,5831.86,0.933,0,32,405.07,27000.0,True
2025-03-10,雜草町,羊毛氈課程,store,新客,1125.75,1320.0,0.147,13608.77,0.973,0,52,486.78,33000.0,True
2025-03-17,雜草町,金工入門,event,新客,1396.43,1560.0,0.105,19699.38,0.884,0,46,593.19,39000.0,True
2025-03-24,雜草町,老宅夜間工藝,member,新客,1428.98,1800.0,0.206,22391.72,0.928,0,58,700.9,45000.0,True
2025-03-31,雜草町,手捏陶體驗,online,熟客,1021.4,1080.0,0.054,9868.71,0.954,0,37,420.11,27000.0,True
2025-04-07,雜草町,羊毛氈課程,store,熟客,1189.25,1320.0,0.099,12375.91,0.882,0,41,511.16,33000.0,True
2025-04-14,雜草町,金工入門,event,熟客,1560.0,1560.0,0.0,17625.42,1.138,0,40,591.76,39000.0,True
2025-04-21,雜草町,老宅夜間工藝,member,熟客,1684.01,1800.0,0.064,21023.73,1.003,0,42,682.61,45000.0,True
2025-04-28,雜草町,手捏陶體驗,online,親子,966.39,1080.0,0.105,9143.53,1.07,0,39,422.08,27000.0,True
2025-05-05,雜草町,羊毛氈課程,store,親子,1117.21,1320.0,0.154,14539.86,0.75,0,43,502.19,33000.0,True
2025-05-12,雜草町,金工入門,event,親子,1235.24,1560.0,0.208,13788.27,1.029,0,47,616.48,39000.0,True
2025-05-19,雜草町,老宅夜間工藝,member,親子,1773.25,1800.0,0.015,15714.2,1.029,0,36,680.26,45000.0,True
2025-05-26,雜草町,手捏陶體驗,online,年輕族群,878.52,1080.0,0.187,12068.38,0.826,0,42,428.9,27000.0,True
2025-06-02,雜草町,羊毛氈課程,store,年輕族群,1088.94,1320.0,0.175,13716.61,0.91,0,46,504.43,33000.0,True
2025-06-09,雜草町,金工入門,event,年輕族群,1453.51,1560.0,0.068,21540.8,1.087,0,45,605.03,39000.0,True
2025-06-16,雜草町,老宅夜間工藝,member,年輕族群,1672.16,1800.0,0.071,21609.41,0.913,0,44,684.75,45000.0,True
2025-06-23,雜草町,手捏陶體驗,online,新客,1073.35,1080.0,0.006,7017.11,0.892,0,37,415.51,27000.0,True
2025-06-30,雜草町,羊毛氈課程,store,新客,1192.96,1320.0,0.096,14985.58,0.956,0,47,519.54,33000.0,True
2025-07-07,雜草町,金工入門,event,新客,1319.7,1560.0,0.154,17088.1,1.029,1,52,614.7,39000.0,True
2025-07-14,雜草町,老宅夜間工藝,member,新客,1789.22,1800.0,0.006,21969.18,0.971,1,50,692.3,45000.0,True
2025-07-21,雜草町,手捏陶體驗,online,熟客,865.34,1080.0,0.199,7606.66,0.915,1,44,420.19,27000.0,True
2025-07-28,雜草町,羊毛氈課程,store,熟客,1048.01,1320.0,0.206,11581.47,0.89,1,56,490.12,33000.0,True
2025-08-04,雜草町,金工入門,event,熟客,1464.09,1560.0,0.061,21700.28,1.095,1,47,580.81,39000.0,True
2025-08-11,雜草町,老宅夜間工藝,member,熟客,1559.92,1800.0,0.133,22574.76,1.016,1,54,674.31,45000.0,True
2025-08-18,雜草町,手捏陶體驗,online,親子,1006.78,1080.0,0.068,5935.83,0.954,1,32,404.62,27000.0,True
2025-08-25,雜草町,羊毛氈課程,store,親子,1310.44,1320.0,0.007,15682.36,1.019,1,42,493.06,33000.0,True
2025-09-01,雜草町,金工入門,event,親子,1498.98,1560.0,0.039,18393.31,0.75,0,42,548.04,39000.0,True
2025-09-08,雜草町,老宅夜間工藝,member,親子,1701.38,1800.0,0.055,27860.04,0.858,0,45,689.17,45000.0,True
2025-09-15,雜草町,手捏陶體驗,online,年輕族群,867.81,1080.0,0.196,10951.62,1.003,0,41,422.14,27000.0,True
2025-09-22,雜草町,羊毛氈課程,store,年輕族群,1320.0,1320.0,0.0,17456.53,1.029,0,44,501.04,33000.0,True
2025-09-29,雜草町,金工入門,event,年輕族群,1412.65,1560.0,0.094,21076.04,0.931,0,48,596.9,39000.0,True
2025-10-06,雜草町,老宅夜間工藝,member,年輕族群,1643.87,1800.0,0.087,25401.98,0.908,0,50,642.61,45000.0,True
2025-01-06,雜草町,手捏陶體驗,online,新客,961.96,1080.0,0.109,7995.6,0.983,0,41,396.04,27000.0,True
2025-01-13,雜草町,羊毛氈課程,store,新客,1052.3,1320.0,0.203,14760.49,0.859,0,47,497.87,33000.0,True
2025-01-20,雜草町,金工入門,event,新客,1294.18,1560.0,0.17,14656.83,0.949,0,40,614.04,39000.0,True
2025-01-27,雜草町,老宅夜間工藝,member,新客,1800.0,1800.0,0.0,19888.06,1.022,0,38,691.21,45000.0,True
2025-02-03,雜草町,手捏陶體驗,online,熟客,863.09,1080.0,0.201,6618.75,0.854,1,42,420.05,27000.0,True
2025-02-10,雜草町,羊毛氈課程,store,熟客,1317.8,1320.0,0.002,14872.81,1.007,1,37,500.8,33000.0,True
2025-02-17,雜草町,金工入門,event,熟客,1532.8,1560.0,0.017,21693.67,0.968,1,49,566.96,39000.0,True
2025-02-24,雜草町,老宅夜間工藝,member,熟客,1800.0,1800.0,0.0,24789.36,0.835,1,52,713.53,45000.0,True
2025-03-03,雜草町,手捏陶體驗,online,親子,970.79,1080.0,0.101,9395.36,0.798,0,41,410.21,27000.0,True
2025-03-10,雜草町,羊毛氈課程,store,親子,1300.0,1320.0,0.015,13398.25,0.985,0,32,505.93,33000.0,True
2025-03-17,雜草町,金工入門,event,親子,1263.3,1560.0,0.19,20715.34,0.929,0,50,569.95,39000.0,True
2025-03-24,雜草町,老宅夜間工藝,member,親子,1640.31,1800.0,0.089,22677.09,0.977,0,46,688.33,45000.0,True
2025-03-31,雜草町,手捏陶體驗,online,年輕族群,1073.47,1080.0,0.006,5634.14,1.043,0,27,413.38,27000.0,True
2025-04-07,雜草町,羊毛氈課程,store,年輕族群,1320.0,1320.0,0.0,7737.56,0.863,0,32,492.99,33000.0,True
2025-04-14,雜草町,金工入門,event,年輕族群,1329.89,1560.0,0.148,15526.74,1.055,0,41,567.66,39000.0,True
2025-04-21,雜草町,老宅夜間工藝,member,年輕族群,1484.74,1800.0,0.175,19705.1,0.925,0,44,708.01,45000.0,True
2025-04-28,雜草町,手捏陶體驗,online,新客,1004.37,1080.0,0.07,6982.67,1.054,0,33,421.07,27000.0,True
2025-05-05,雜草町,羊毛氈課程,store,新客,1127.98,1320.0,0.145,18251.5,0.965,0,50,488.46,33000.0,True
2025-05-12,雜草町,金工入門,event,新客,1341.95,1560.0,0.14,19458.34,1.008,0,50,581.48,39000.0,True
2025-05-19,雜草町,老宅夜間工藝,member,新客,1796.78,1800.0,0.002,18556.51,0.844,0,40,674.84,45000.0,True
2025-05-26,雜草町,手捏陶體驗,online,熟客,1080.0,1080.0,0.0,11176.69,0.915,0,42,424.01,27000.0,True
2025-06-02,雜草町,羊毛氈課程,store,熟客,1198.81,1320.0,0.092,15309.41,0.77,0,41,510.6,33000.0,True
2025-06-09,雜草町,金工入門,event,熟客,1493.1,1560.0,0.043,17845.75,1.034,0,41,586.1,39000.0,True
2025-06-16,雜草町,老宅夜間工藝,member,熟客,1434.51,1800.0,0.203,27486.45,1.112,0,54,679.58,45000.0,True
2025-06-23,雜草町,手捏陶體驗,online,親子,976.38,1080.0,0.096,11842.83,0.891,0,35,408.56,27000.0,True
2025-06-30,雜草町,羊毛氈課程,store,親子,1293.82,1320.0,0.02,14100.79,0.842,0,35,518.39,33000.0,True
2025-07-07,雜草町,金工入門,event,親子,1324.14,1560.0,0.151,14985.25,0.992,1,43,613.37,39000.0,True
2025-07-14,雜草町,老宅夜間工藝,member,親子,1460.0,1800.0,0.189,21335.27,0.9,1,55,688.69,45000.0,True
2025-07-21,雜草町,手捏陶體驗,online,年輕族群,923.52,1080.0,0.145,9993.89,1.074,1,45,396.2,27000.0,True
2025-07-28,雜草町,羊毛氈課程,store,年輕族群,1070.21,1320.0,0.189,13846.13,0.844,1,48,499.35,33000.0,True
2025-08-04,雜草町,金工入門,event,年輕族群,1309.79,1560.0,0.16,18438.73,0.941,1,57,599.64,39000.0,True
2025-08-11,雜草町,老宅夜間工藝,member,年輕族群,1542.03,1800.0,0.143,22385.68,0.948,1,52,678.65,45000.0,True
2025-08-18,雜草町,手捏陶體驗,online,新客,966.42,1080.0,0.105,9995.97,0.963,1,43,410.39,27000.0,True
2025-08-25,雜草町,羊毛氈課程,store,新客,1051.04,1320.0,0.204,9716.06,0.992,1,45,504.2,33000.0,True
2025-09-01,雜草町,金工入門,event,新客,1397.18,1560.0,0.104,23239.62,1.033,0,45,576.35,39000.0,True
2025-09-08,雜草町,老宅夜間工藝,member,新客,1710.67,1800.0,0.05,23928.92,0.827,0,43,668.43,45000.0,True
2025-09-15,雜草町,手捏陶體驗,online,熟客,1062.09,1080.0,0.017,12672.83,0.916,0,29,414.67,27000.0,True
2025-09-22,雜草町,羊毛氈課程,store,熟客,1114.35,1320.0,0.156,15047.21,0.933,0,52,496.35,33000.0,True
2025-09-29,雜草町,金工入門,event,熟客,1558.76,1560.0,0.001,20132.28,0.882,0,37,608.46,39000.0,True
2025-10-06,雜草町,老宅夜間工藝,member,熟客,1788.79,1800.0,0.006,22351.24,0.939,0,44,679.53,45000.0,True
2025-01-06,雜草町,手捏陶體驗,online,親子,1080.0,1080.0,0.0,4471.34,0.935,0,39,402.47,27000.0,True
2025-01-13,雜草町,羊毛氈課程,store,親子,1080.37,1320.0,0.182,13732.73,0.868,0,44,495.21,33000.0,True
2025-01-20,雜草町,金工入門,event,親子,1258.43,1560.0,0.193,17521.08,0.891,0,43,585.01,39000.0,True
2025-01-27,雜草町,老宅夜間工藝,member,親子,1527.6,1800.0,0.151,22743.26,0.92,0,44,692.16,45000.0,True
2025-02-03,雜草町,手捏陶體驗,online,年輕族群,1080.0,1080.0,0.0,7499.61,0.889,1,32,401.78,27000.0,True
2025-02-10,雜草町,羊毛氈課程,store,年輕族群,1247.18,1320.0,0.055,11522.09,0.9,1,41,506.96,33000.0,True
2025-02-17,雜草町,金工入門,event,年輕族群,1321.38,1560.0,0.153,20933.32,1.054,1,52,590.36,39000.0,True
2025-02-24,雜草町,老宅夜間工藝,member,年輕族群,1422.98,1800.0,0.209,22581.66,0.932,1,63,684.55,45000.0,True
2025-03-03,雜草町,手捏陶體驗,online,新客,924.31,1080.0,0.144,11246.01,0.92,0,41,399.05,27000.0,True
2025-03-10,雜草町,羊毛氈課程,store,新客,1107.31,1320.0,0.161,16924.14,1.035,0,45,507.29,33000.0,True
2025-03-17,雜草町,金工入門,event,新客,1220.74,1560.0,0.217,19071.32,1.062,0,55,552.48,39000.0,True
2025-03-24,雜草町,老宅夜間工藝,member,新客,1414.9,1800.0,0.214,23022.97,0.895,0,54,688.58,45000.0,True
2025-03-31,雜草町,手捏陶體驗,online,熟客,1023.11,1080.0,0.053,9846.69,0.938,0,35,417.27,27000.0,True
2025-04-07,雜草町,羊毛氈課程,store,熟客,1058.96,1320.0,0.198,16556.35,0.968,0,47,518.37,33000.0,True
2025-04-14,雜草町,金工入門,event,熟客,1412.71,1560.0,0.094,21490.41,0.917,0,45,613.21,39000.0,True
2025-04-21,雜草町,老宅夜間工藝,member,熟客,1703.95,1800.0,0.053,22938.55,0.961,0,42,701.76,45000.0,True
2025-04-28,雜草町,手捏陶體驗,online,親子,952.36,1080.0,0.118,9059.07,1.012,0,39,420.18,27000.0,True
2025-05-05,雜草町,羊毛氈課程,store,親子,1262.32,1320.0,0.044,11049.02,0.986,0,36,501.03,33000.0,True
2025-05-12,雜草町,金工入門,event,親子,1496.27,1560.0,0.041,18270.97,0.869,0,35,590.47,39000.0,True
2025-05-19,雜草町,老宅夜間工藝,member,親子,1542.22,1800.0,0.143,23601.16,0.957,0,59,674.66,45000.0,True
2025-05-26,雜草町,手捏陶體驗,online,年輕族群,1078.16,1080.0,0.002,10136.97,1.012,0,42,401.63,27000.0,True
2025-06-02,雜草町,羊毛氈課程,store,年輕族群,1107.65,1320.0,0.161,15360.59,0.804,0,48,493.0,33000.0,True
2025-06-09,雜草町,金工入門,event,年輕族群,1560.0,1560.0,0.0,16332.59,0.907,0,37,573.02,39000.0,True
2025-06-16,雜草町,老宅夜間工藝,member,年輕族群,1595.18,1800.0,0.114,21158.07,0.939,0,52,655.47,45000.0,True
2025-06-23,雜草町,手捏陶體驗,online,新客,872.32,1080.0,0.192,6652.38,0.929,0,40,395.98,27000.0,True
2025-06-30,雜草町,羊毛氈課程,store,新客,1249.74,1320.0,0.053,15118.39,1.082,0,42,487.77,33000.0,True
2025-07-07,雜草町,金工入門,event,新客,1494.57,1560.0,0.042,17398.23,0.896,1,39,591.49,39000.0,True
2025-07-14,雜草町,老宅夜間工藝,member,新客,1551.4,1800.0,0.138,22473.51,0.92,1,55,672.33,45000.0,True
2025-07-21,雜草町,手捏陶體驗,online,熟客,1022.3,1080.0,0.053,11987.56,0.75,1,38,420.95,27000.0,True
2025-07-28,雜草町,羊毛氈課程,store,熟客,1294.04,1320.0,0.02,17181.52,0.957,1,40,505.22,33000.0,True
2025-08-04,雜草町,金工入門,event,熟客,1482.62,1560.0,0.05,17117.9,0.777,1,44,614.37,39000.0,True
2025-08-11,雜草町,老宅夜間工藝,member,熟客,1710.06,1800.0,0.05,21654.35,0.876,1,46,678.85,45000.0,True
2025-08-18,雜草町,手捏陶體驗,online,親子,1032.48,1080.0,0.044,12281.75,1.005,1,30,419.45,27000.0,True
2025-08-25,雜草町,羊毛氈課程,store,親子,1054.03,1320.0,0.201,15401.47,0.89,1,48,508.97,33000.0,True
2025-09-01,雜草町,金工入門,event,親子,1293.84,1560.0,0.171,20698.89,0.877,0,51,576.12,39000.0,True
2025-09-08,雜草町,老宅夜間工藝,member,親子,1614.72,1800.0,0.103,22674.65,0.968,0,50,699.94,45000.0,True
2025-09-15,雜草町,手捏陶體驗,online,年輕族群,1045.66,1080.0,0.032,7603.69,0.877,0,31,396.36,27000.0,True
2025-09-22,雜草町,羊毛氈課程,store,年輕族群,1128.34,1320.0,0.145,13433.18,0.935,0,44,495.85,33000.0,True
2025-09-29,雜草町,金工入門,event,年輕族群,1324.01,1560.0,0.151,18241.24,0.807,0,46,601.35,39000.0,True
2025-10-06,雜草町,老宅夜間工藝,member,年輕族群,1473.58,1800.0,0.181,20285.04,1.045,0,45,683.28,45000.0,True
2025-01-06,雜草町,手捏陶體驗,online,新客,1042.97,1080.0,0.034,6676.21,0.961,0,36,418.38,27000.0,True
2025-01-13,雜草町,羊毛氈課程,store,新客,1126.71,1320.0,0.146,10949.44,0.933,0,39,502.79,33000.0,True
2025-01-20,雜草町,金工入門,event,新客,1406.88,1560.0,0.098,19793.15,0.979,0,46,620.59,39000.0,True
2025-01-27,雜草町,老宅夜間工藝,member,新客,1570.4,1800.0,0.128,23832.51,1.067,0,47,671.53,45000.0,True
2025-02-03,雜草町,手捏陶體驗,online,熟客,969.02,1080.0,0.103,10739.95,0.968,1,40,420.22,27000.0,True
2025-02-10,雜草町,羊毛氈課程,store,熟客,1065.6,1320.0,0.193,13637.98,1.064,1,50,515.76,33000.0,True
2025-02-17,雜草町,金工入門,event,熟客,1481.62,1560.0,0.05,21499.86,0.989,1,43,584.68,39000.0,True
2025-02-24,雜草町,老宅夜間工藝,member,熟客,1716.19,1800.0,0.047,20957.45,0.951,1,43,743.16,45000.0,True
2025-03-03,雜草町,手捏陶體驗,online,親子,1022.74,1080.0,0.053,5031.09,0.915,0,37,422.18,27000.0,True
2025-03-10,雜草町,羊毛氈課程,store,親子,1196.87,1320.0,0.093,11114.82,0.921,0,33,507.5,33000.0,True
2025-03-17,雜草町,金工入門,event,親子,1473.77,1560.0,0.055,22890.0,0.937,0,45,581.69,39000.0,True
2025-03-24,雜草町,老宅夜間工藝,member,親子,1412.94,1800.0,0.215,24329.46,0.899,0,61,653.47,45000.0,True
2025-03-31,雜草町,手捏陶體驗,online,年輕族群,1070.79,1080.0,0.009,8959.88,0.917,0,38,416.56,27000.0,True
2025-04-07,雜草町,羊毛氈課程,store,年輕族群,1320.0,1320.0,0.0,10431.84,0.986,0,31,494.95,33000.0,True
2025-04-14,雜草町,金工入門,event,年輕族群,1512.19,1560.0,0.031,19882.97,1.082,0,41,593.21,39000.0,True
2025-04-21,雜草町,老宅夜間工藝,member,年輕族群,1499.86,1800.0,0.167,19855.01,0.958,0,50,655.45,45000.0,True
2025-04-28,雜草町,手捏陶體驗,online,新客,872.02,1080.0,0.193,9796.9,0.786,0,50,405.9,27000.0,True
2025-05-05,雜草町,羊毛氈課程,store,新客,1109.02,1320.0,0.16,13226.37,0.942,0,44,497.79,33000.0,True
2025-05-12,雜草町,金工入門,event,新客,1495.5,1560.0,0.041,17373.23,0.995,0,42,565.64,39000.0,True
2025-05-19,雜草町,老宅夜間工藝,member,新客,1800.0,1800.0,0.0,20135.68,0.832,0,40,692.41,45000.0,True
2025-05-26,雜草町,手捏陶體驗,online,熟客,1034.15,1080.0,0.042,8742.72,0.939,0,36,405.29,27000.0,True
2025-06-02,雜草町,羊毛氈課程,store,熟客,1190.59,1320.0,0.098,16037.11,0.853,0,39,492.3,33000.0,True
2025-06-09,雜草町,金工入門,event,熟客,1560.0,1560.0,0.0,16430.43,0.984,0,35,593.08,39000.0,True
2025-06-16,雜草町,老宅夜間工藝,member,熟客,1696.66,1800.0,0.057,21561.27,0.89,0,48,675.31,45000.0,True
2025-06-23,雜草町,手捏陶體驗,online,親子,858.26,1080.0,0.205,9710.78,0.869,0,45,409.16,27000.0,True
2025-06-30,雜草町,羊毛氈課程,store,親子,1189.48,1320.0,0.099,11599.47,0.946,0,42,507.92,33000.0,True
2025-07-07,雜草町,金工入門,event,親子,1317.63,1560.0,0.155,21985.02,1.001,1,55,605.02,39000.0,True
2025-07-14,雜草町,老宅夜間工藝,member,親子,1436.14,1800.0,0.202,19927.59,0.82,1,62,670.16,45000.0,True
2025-07-21,雜草町,手捏陶體驗,online,年輕族群,833.88,1080.0,0.228,6792.33,1.002,1,46,413.31,27000.0,True
2025-07-28,雜草町,羊毛氈課程,store,年輕族群,1320.0,1320.0,0.0,18687.84,0.944,1,44,495.39,33000.0,True
2025-08-04,雜草町,金工入門,event,年輕族群,1463.62,1560.0,0.062,19652.82,0.969,1,43,570.55,39000.0,True
2025-08-11,雜草町,老宅夜間工藝,member,年輕族群,1611.6,1800.0,0.105,22926.91,1.036,1,58,701.8,45000.0,True
2025-08-18,雜草町,手捏陶體驗,online,新客,859.08,1080.0,0.205,7279.52,0.977,1,47,429.3,27000.0,True
2025-08-25,雜草町,羊毛氈課程,store,新客,1242.45,1320.0,0.059,12391.42,0.902,1,39,494.53,33000.0,True
2025-09-01,雜草町,金工入門,event,新客,1250.34,1560.0,0.198,14419.82,0.972,0,48,570.74,39000.0,True
2025-09-08,雜草町,老宅夜間工藝,member,新客,1602.16,1800.0,0.11,20239.3,1.127,0,45,659.7,45000.0,True
