date,company,offer,channel,segment,price,base_price,discount_rate,marketing_spend,competitor_price_index,holiday_flag,units_sold,unit_cost,fixed_cost,is_synthetic
2025-03-17,寶島眼鏡,親子視覺健康,event,新客,5157.18,5408.0,0.046,48286.76,0.961,0,278,2351.85,135200.0,True
2025-03-24,寶島眼鏡,智慧門市會員方案,member,新客,5577.95,6240.0,0.106,75436.08,0.995,0,385,2554.13,156000.0,True
2025-03-31,寶島眼鏡,日常鏡框,online,熟客,3362.18,3744.0,0.102,20287.57,0.95,0,212,1552.86,93600.0,True
2025-04-07,寶島眼鏡,機能鏡片,store,熟客,3973.56,4576.0,0.132,45394.87,0.945,0,290,2020.36,114400.0,True
2025-04-14,寶島眼鏡,親子視覺健康,event,熟客,5125.25,5408.0,0.052,64214.99,1.041,0,355,2328.8,135200.0,True
2025-04-21,寶島眼鏡,智慧門市會員方案,member,熟客,5307.32,6240.0,0.149,74417.26,1.087,0,402,2677.12,156000.0,True
2025-04-28,寶島眼鏡,日常鏡框,online,親子,3376.23,3744.0,0.098,45268.12,0.892,0,284,1608.91,93600.0,True
2025-05-05,寶島眼鏡,機能鏡片,store,親子,4023.79,4576.0,0.121,34638.45,1.141,0,234,1815.29,114400.0,True
2025-05-12,寶島眼鏡,親子視覺健康,event,親子,4893.2,5408.0,0.095,67247.58,0.978,0,335,2372.27,135200.0,True
2025-05-19,寶島眼鏡,智慧門市會員方案,member,親子,6213.93,6240.0,0.004,81791.17,0.886,0,387,2681.04,156000.0,True
2025-05-26,寶島眼鏡,日常鏡框,online,年輕族群,3744.0,3744.0,0.0,47481.31,1.018,0,262,1641.58,93600.0,True
2025-06-02,寶島眼鏡,機能鏡片,store,年輕族群,4132.26,4576.0,0.097,39072.26,0.979,0,230,2000.02,114400.0,True
2025-06-09,寶島眼鏡,親子視覺健康,event,年輕族群,5075.82,5408.0,0.061,48461.27,0.894,0,275,2345.18,135200.0,True
2025-06-16,寶島眼鏡,智慧門市會員方案,member,年輕族群,5841.44,6240.0,0.064,83194.98,1.029,0,383,2739.12,156000.0,True
2025-06-23,寶島眼鏡,日常鏡框,online,新客,2969.63,3744.0,0.207,36248.07,1.22,0,262,1669.27,93600.0,True
2025-06-30,寶島眼鏡,機能鏡片,store,新客,3693.9,4576.0,0.193,33278.03,0.905,0,286,1937.36,114400.0,True
2025-07-07,寶島眼鏡,親子視覺健康,event,新客,5127.99,5408.0,0.052,54590.91,0.891,1,298,2374.57,135200.0,True
2025-07-14,寶島眼鏡,智慧門市會員方案,member,新客,5900.12,6240.0,0.054,87355.54,0.881,1,397,2813.12,156000.0,True
2025-07-21,寶島眼鏡,日常鏡框,online,熟客,3744.0,3744.0,0.0,38279.29,0.916,1,251,1655.48,93600.0,True
2025-07-28,寶島眼鏡,機能鏡片,store,熟客,3620.0,4576.0,0.209,51336.76,0.948,1,346,1888.45,114400.0,True
2025-08-04,寶島眼鏡,親子視覺健康,event,熟客,5122.1,5408.0,0.053,69131.17,1.088,1,338,2401.21,135200.0,True
2025-08-11,寶島眼鏡,智慧門市會員方案,member,熟客,5283.22,6240.0,0.153,80821.08,1.032,1,444,2674.06,156000.0,True
2025-08-18,寶島眼鏡,日常鏡框,online,親子,3166.16,3744.0,0.154,33921.94,0.814,1,306,1622.1,93600.0,True
2025-08-25,寶島眼鏡,機能鏡片,store,親子,3606.53,4576.0,0.212,52537.07,0.872,1,369,2022.92,114400.0,True
2025-09-01,寶島眼鏡,親子視覺健康,event,親子,4782.53,5408.0,0.116,60764.17,0.909,0,347,2295.3,135200.0,True
2025-09-08,寶島眼鏡,智慧門市會員方案,member,親子,6240.0,6240.0,0.0,87008.1,0.939,0,388,2759.52,156000.0,True
2025-09-15,寶島眼鏡,日常鏡框,online,年輕族群,3676.31,3744.0,0.018,39749.63,0.961,0,263,1596.71,93600.0,True
2025-09-22,寶島眼鏡,機能鏡片,store,年輕族群,4576.0,4576.0,0.0,56571.97,1.032,0,263,2012.08,114400.0,True
2025-09-29,寶島眼鏡,親子視覺健康,event,年輕族群,4276.1,5408.0,0.209,51658.54,0.964,0,344,2402.12,135200.0,True
2025-10-06,寶島眼鏡,智慧門市會員方案,member,年輕族群,4975.83,6240.0,0.203,76933.0,0.953,0,439,2645.06,156000.0,True
2025-01-06,寶島眼鏡,日常鏡框,online,新客,2980.35,3744.0,0.204,31168.83,1.074,0,270,1540.36,93600.0,True
2025-01-13,寶島眼鏡,機能鏡片,store,新客,4118.66,4576.0,0.1,49114.93,0.822,0,300,1978.63,114400.0,True
2025-01-20,寶島眼鏡,親子視覺健康,event,新客,5207.89,5408.0,0.037,63610.82,0.916,0,310,2278.39,135200.0,True
2025-01-27,寶島眼鏡,智慧門市會員方案,member,新客,5065.65,6240.0,0.188,69989.33,0.941,0,413,2696.59,156000.0,True
2025-02-03,寶島眼鏡,日常鏡框,online,熟客,3194.1,3744.0,0.147,44457.72,1.015,1,323,1619.08,93600.0,True
2025-02-10,寶島眼鏡,機能鏡片,store,熟客,3660.3,4576.0,0.2,50029.38,0.865,1,346,1963.83,114400.0,True
2025-02-17,寶島眼鏡,親子視覺健康,event,熟客,4609.6,5408.0,0.148,51664.66,1.064,1,348,2413.37,135200.0,True
2025-02-24,寶島眼鏡,智慧門市會員方案,member,熟客,5942.23,6240.0,0.048,81446.03,1.138,1,384,2584.33,156000.0,True
2025-03-03,寶島眼鏡,日常鏡框,online,親子,2957.73,3744.0,0.21,30422.06,0.911,0,289,1608.3,93600.0,True
2025-03-10,寶島眼鏡,機能鏡片,store,親子,4576.0,4576.0,0.0,61561.11,0.918,0,334,1961.88,114400.0,True
2025-03-17,寶島眼鏡,親子視覺健康,event,親子,4625.58,5408.0,0.145,71960.76,0.963,0,363,2305.11,135200.0,True
2025-03-24,寶島眼鏡,智慧門市會員方案,member,親子,5285.49,6240.0,0.153,79139.76,0.971,0,389,2729.14,156000.0,True
2025-03-31,寶島眼鏡,日常鏡框,online,年輕族群,3010.66,3744.0,0.196,35383.25,0.979,0,300,1630.16,93600.0,True
2025-04-07,寶島眼鏡,機能鏡片,store,年輕族群,4576.0,4576.0,0.0,50783.98,1.027,0,306,2057.49,114400.0,True
2025-04-14,寶島眼鏡,親子視覺健康,event,年輕族群,5147.25,5408.0,0.048,52785.0,0.972,0,312,2301.91,135200.0,True
2025-04-21,寶島眼鏡,智慧門市會員方案,member,年輕族群,5914.29,6240.0,0.052,84291.27,0.919,0,385,2721.3,156000.0,True
2025-04-28,寶島眼鏡,日常鏡框,online,新客,3744.0,3744.0,0.0,36148.15,0.949,0,210,1627.65,93600.0,True
2025-05-05,寶島眼鏡,機能鏡片,store,新客,4145.35,4576.0,0.094,34186.01,0.821,0,244,1944.91,114400.0,True
2025-05-12,寶島眼鏡,親子視覺健康,event,新客,5203.5,5408.0,0.038,58008.1,0.874,0,279,2396.05,135200.0,True
2025-05-19,寶島眼鏡,智慧門市會員方案,member,新客,5435.38,6240.0,0.129,80419.06,0.946,0,399,2698.45,156000.0,True
2025-05-26,寶島眼鏡,日常鏡框,online,熟客,3381.28,3744.0,0.097,37288.76,0.885,0,263,1592.72,93600.0,True
2025-06-02,寶島眼鏡,機能鏡片,store,熟客,4554.6,4576.0,0.005,49227.91,0.958,0,258,1877.31,114400.0,True
2025-06-09,寶島眼鏡,親子視覺健康,event,熟客,4275.66,5408.0,0.209,63229.74,0.966,0,361,2263.65,135200.0,True
2025-06-16,寶島眼鏡,智慧門市會員方案,member,熟客,5036.38,6240.0,0.193,73293.97,0.936,0,424,2662.05,156000.0,True
2025-06-23,寶島眼鏡,日常鏡框,online,親子,2970.99,3744.0,0.206,23406.37,0.982,0,232,1575.0,93600.0,True
2025-06-30,寶島眼鏡,機能鏡片,store,親子,3911.24,4576.0,0.145,54511.18,1.037,0,299,2022.61,114400.0,True
2025-07-07,寶島眼鏡,親子視覺健康,event,親子,4832.33,5408.0,0.106,56344.94,0.94,1,349,2307.23,135200.0,True
2025-07-14,寶島眼鏡,智慧門市會員方案,member,親子,5631.42,6240.0,0.098,70948.1,0.845,1,418,2655.86,156000.0,True
2025-07-21,寶島眼鏡,日常鏡框,online,年輕族群,3154.45,3744.0,0.157,31523.29,0.994,1,316,1659.12,93600.0,True
2025-07-28,寶島眼鏡,機能鏡片,store,年輕族群,4364.22,4576.0,0.046,48854.53,1.017,1,261,1891.36,114400.0,True
2025-08-04,寶島眼鏡,親子視覺健康,event,年輕族群,5408.0,5408.0,0.0,65255.42,0.953,1,306,2281.2,135200.0,True
2025-08-11,寶島眼鏡,智慧門市會員方案,member,年輕族群,5517.71,6240.0,0.116,70399.75,0.911,1,379,2724.54,156000.0,True
2025-08-18,寶島眼鏡,日常鏡框,online,新客,3539.29,3744.0,0.055,28970.24,0.868,1,269,1622.1,93600.0,True
2025-08-25,寶島眼鏡,機能鏡片,store,新客,4087.09,4576.0,0.107,35603.85,0.966,1,249,1991.02,114400.0,True
2025-09-01,寶島眼鏡,親子視覺健康,event,新客,5167.1,5408.0,0.045,64543.11,0.927,0,360,2218.81,135200.0,True
2025-09-08,寶島眼鏡,智慧門市會員方案,member,新客,5184.18,6240.0,0.169,87176.71,1.037,0,445,2669.61,156000.0,True
2025-09-15,寶島眼鏡,日常鏡框,online,熟客,3357.27,3744.0,0.103,40846.24,0.986,0,282,1655.73,93600.0,True
2025-09-22,寶島眼鏡,機能鏡片,store,熟客,4576.0,4576.0,0.0,54192.69,0.98,0,278,1983.91,114400.0,True
2025-09-29,寶島眼鏡,親子視覺健康,event,熟客,5408.0,5408.0,0.0,60007.28,1.102,0,278,2331.89,135200.0,True
2025-10-06,寶島眼鏡,智慧門市會員方案,member,熟客,5009.87,6240.0,0.197,83368.61,1.03,0,454,2770.16,156000.0,True
2025-01-06,寶島眼鏡,日常鏡框,online,親子,3241.68,3744.0,0.134,29420.77,0.962,0,256,1559.12,93600.0,True
2025-01-13,寶島眼鏡,機能鏡片,store,親子,4325.44,4576.0,0.055,43829.7,1.064,0,263,2037.87,114400.0,True
2025-01-20,寶島眼鏡,親子視覺健康,event,親子,4892.92,5408.0,0.095,46967.27,0.975,0,311,2374.9,135200.0,True
2025-01-27,寶島眼鏡,智慧門市會員方案,member,親子,5573.66,6240.0,0.107,74559.49,0.942,0,369,2605.08,156000.0,True
2025-02-03,寶島眼鏡,日常鏡框,online,年輕族群,2994.72,3744.0,0.2,37839.92,1.02,1,314,1577.95,93600.0,True
2025-02-10,寶島眼鏡,機能鏡片,store,年輕族群,4115.55,4576.0,0.101,39161.89,0.841,1,276,1929.9,114400.0,True
2025-02-17,寶島眼鏡,親子視覺健康,event,年輕族群,4359.93,5408.0,0.194,63006.13,0.976,1,412,2276.76,135200.0,True
2025-02-24,寶島眼鏡,智慧門市會員方案,member,年輕族群,6238.02,6240.0,0.0,87369.96,0.943,1,434,2683.75,156000.0,True
2025-03-03,寶島眼鏡,日常鏡框,online,新客,3413.84,3744.0,0.088,42659.2,0.848,0,274,1590.74,93600.0,True
2025-03-10,寶島眼鏡,機能鏡片,store,新客,3580.73,4576.0,0.217,41782.51,0.802,0,308,2004.93,114400.0,True
2025-03-17,寶島眼鏡,親子視覺健康,event,新客,5187.52,5408.0,0.041,58855.59,0.988,0,300,2433.66,135200.0,True
2025-03-24,寶島眼鏡,智慧門市會員方案,member,新客,6213.2,6240.0,0.004,70183.81,0.931,0,331,2665.36,156000.0,True
2025-03-31,寶島眼鏡,日常鏡框,online,熟客,3636.71,3744.0,0.029,21565.79,1.018,0,215,1631.94,93600.0,True
2025-04-07,寶島眼鏡,機能鏡片,store,熟客,3663.22,4576.0,0.199,46040.38,1.003,0,308,1993.31,114400.0,True
2025-04-14,寶島眼鏡,親子視覺健康,event,熟客,5100.15,5408.0,0.057,57760.12,1.017,0,341,2317.85,135200.0,True
2025-04-21,寶島眼鏡,智慧門市會員方案,member,熟客,5398.96,6240.0,0.135,77508.74,1.024,0,409,2729.23,156000.0,True
2025-04-28,寶島眼鏡,日常鏡框,online,親子,3594.64,3744.0,0.04,38592.03,0.889,0,237,1570.8,93600.0,True
2025-05-05,寶島眼鏡,機能鏡片,store,親子,3667.0,4576.0,0.199,46655.22,0.752,0,314,1977.81,114400.0,True
2025-05-12,寶島眼鏡,親子視覺健康,event,親子,5408.0,5408.0,0.0,69528.19,0.914,0,362,2283.85,135200.0,True
2025-05-19,寶島眼鏡,智慧門市會員方案,member,親子,5236.24,6240.0,0.161,80536.74,0.953,0,451,2692.59,156000.0,True
2025-05-26,寶島眼鏡,日常鏡框,online,年輕族群,3022.98,3744.0,0.193,15485.29,1.016,0,207,1605.26,93600.0,True
2025-06-02,寶島眼鏡,機能鏡片,store,年輕族群,3682.07,4576.0,0.195,66462.29,1.026,0,392,1922.26,114400.0,True
2025-06-09,寶島眼鏡,親子視覺健康,event,年輕族群,4861.93,5408.0,0.101,56583.46,0.954,0,325,2290.16,135200.0,True
2025-06-16,寶島眼鏡,智慧門市會員方案,member,年輕族群,6142.0,6240.0,0.016,93353.01,1.004,0,408,2704.7,156000.0,True
2025-06-23,寶島眼鏡,日常鏡框,online,新客,3408.49,3744.0,0.09,37273.68,0.986,0,259,1646.49,93600.0,True
2025-06-30,寶島眼鏡,機能鏡片,store,新客,3898.63,4576.0,0.148,48484.04,0.929,0,290,1975.02,114400.0,True
2025-07-07,寶島眼鏡,親子視覺健康,event,新客,5408.0,5408.0,0.0,59159.2,0.868,1,283,2302.69,135200.0,True
2025-07-14,寶島眼鏡,智慧門市會員方案,member,新客,5358.94,6240.0,0.141,82290.76,1.006,1,458,2716.37,156000.0,True
2025-07-21,寶島眼鏡,日常鏡框,online,熟客,3257.7,3744.0,0.13,33940.78,0.972,1,266,1500.46,93600.0,True
2025-07-28,寶島眼鏡,機能鏡片,store,熟客,3639.76,4576.0,0.205,39083.7,1.057,1,295,2006.08,114400.0,True
2025-08-04,寶島眼鏡,親子視覺健康,event,熟客,4589.68,5408.0,0.151,57338.05,0.928,1,349,2369.17,135200.0,True
2025-08-11,寶島眼鏡,智慧門市會員方案,member,熟客,6240.0,6240.0,0.0,79344.31,0.998,1,378,2603.57,156000.0,True
2025-08-18,寶島眼鏡,日常鏡框,online,親子,3182.99,3744.0,0.15,,1.083,1,236,1601.94,93600.0,True
2025-08-25,寶島眼鏡,機能鏡片,store,親子,3674.47,4576.0,0.197,47360.45,0.995,1,315,1993.29,114400.0,True
2025-09-01,寶島眼鏡,親子視覺健康,event,親子,5408.0,5408.0,0.0,67477.29,0.886,0,335,2373.09,135200.0,True
2025-09-08,寶島眼鏡,智慧門市會員方案,member,親子,4967.52,6240.0,0.204,69983.73,0.942,0,447,2694.12,156000.0,True
2025-09-15,寶島眼鏡,日常鏡框,online,年輕族群,3024.46,3744.0,0.192,22445.38,1.015,0,232,1609.56,93600.0,True
2025-09-22,寶島眼鏡,機能鏡片,store,年輕族群,3830.22,4576.0,0.163,38332.96,0.894,0,281,1882.15,114400.0,True
2025-09-29,寶島眼鏡,親子視覺健康,event,年輕族群,4872.75,5408.0,0.099,65880.72,0.904,0,355,2329.32,135200.0,True
2025-10-06,寶島眼鏡,智慧門市會員方案,member,年輕族群,6189.99,6240.0,0.008,78469.86,0.989,0,384,2841.77,156000.0,True
2025-01-06,寶島眼鏡,日常鏡框,online,新客,3183.19,3744.0,0.15,26041.79,0.9,0,241,1610.74,93600.0,True
2025-01-13,寶島眼鏡,機能鏡片,store,新客,3889.33,4576.0,0.15,50049.57,0.976,0,310,1945.74,114400.0,True
2025-01-20,寶島眼鏡,親子視覺健康,event,新客,5211.65,5408.0,0.036,57478.77,1.017,0,328,2273.07,135200.0,True
2025-01-27,寶島眼鏡,智慧門市會員方案,member,新客,5560.79,6240.0,0.109,83353.37,0.836,0,418,2728.86,156000.0,True
2025-02-03,寶島眼鏡,日常鏡框,online,熟客,3202.15,3744.0,0.145,30062.03,1.033,1,290,1650.53,93600.0,True
2025-02-10,寶島眼鏡,機能鏡片,store,熟客,4104.45,4576.0,0.103,57017.92,1.044,1,340,1974.72,114400.0,True
2025-02-17,寶島眼鏡,親子視覺健康,event,熟客,4369.31,5408.0,0.192,69986.35,0.888,1,416,2459.59,135200.0,True
2025-02-24,寶島眼鏡,智慧門市會員方案,member,熟客,5679.48,6240.0,0.09,68344.07,0.918,1,343,2780.16,156000.0,True
2025-03-03,寶島眼鏡,日常鏡框,online,親子,3199.77,3744.0,0.145,38054.09,0.999,0,253,1658.31,93600.0,True
2025-03-10,寶島眼鏡,機能鏡片,store,親子,3743.12,4576.0,0.182,41629.01,1.006,0,298,2064.03,114400.0,True
2025-03-17,寶島眼鏡,親子視覺健康,event,親子,4330.33,5408.0,0.199,69338.86,0.861,0,383,2334.44,135200.0,True
2025-03-24,寶島眼鏡,智慧門市會員方案,member,親子,5493.6,6240.0,0.12,88288.77,1.034,0,413,2682.29,156000.0,True
2025-03-31,寶島眼鏡,日常鏡框,online,年輕族群,3219.69,3744.0,0.14,29825.74,0.886,0,265,1631.03,93600.0,True
2025-04-07,寶島眼鏡,機能鏡片,store,年輕族群,4060.93,4576.0,0.113,32439.37,0.902,0,254,1922.97,114400.0,True
2025-04-14,寶島眼鏡,親子視覺健康,event,年輕族群,5408.0,5408.0,0.0,60797.97,0.851,0,287,2280.99,135200.0,True
2025-04-21,寶島眼鏡,智慧門市會員方案,member,年輕族群,5649.91,6240.0,0.095,74887.2,0.85,0,393,2679.09,156000.0,True
2025-04-28,寶島眼鏡,日常鏡框,online,新客,3735.2,3744.0,0.002,30958.67,0.988,0,229,1693.73,93600.0,True
2025-05-05,寶島眼鏡,機能鏡片,store,新客,4576.0,4576.0,0.0,51612.17,0.893,0,311,1987.03,114400.0,True
2025-05-12,寶島眼鏡,親子視覺健康,event,新客,4596.82,5408.0,0.15,58409.89,0.773,0,320,2418.07,135200.0,True
2025-05-19,寶島眼鏡,智慧門市會員方案,member,新客,6240.0,6240.0,0.0,78548.22,0.93,0,325,2648.01,156000.0,True
2025-05-26,寶島眼鏡,日常鏡框,online,熟客,3196.77,3744.0,0.146,29126.71,0.932,0,204,1588.05,93600.0,True
2025-06-02,寶島眼鏡,機能鏡片,store,熟客,4561.03,4576.0,0.003,57762.22,0.862,0,295,2075.0,114400.0,True
2025-06-09,寶島眼鏡,親子視覺健康,event,熟客,4264.5,5408.0,0.211,56840.21,0.968,0,352,2315.9,135200.0,True
2025-06-16,寶島眼鏡,智慧門市會員方案,member,熟客,5581.09,6240.0,0.106,85727.48,0.974,0,393,2844.93,156000.0,True
2025-06-23,寶島眼鏡,日常鏡框,online,親子,2991.67,3744.0,0.201,44174.25,0.956,0,318,1674.07,93600.0,True
2025-06-30,寶島眼鏡,機能鏡片,store,親子,3622.15,4576.0,0.208,50815.23,0.802,0,360,2030.01,114400.0,True
2025-07-07,寶島眼鏡,親子視覺健康,event,親子,5204.74,5408.0,0.038,69245.33,0.941,1,344,2319.06,135200.0,True
2025-07-14,寶島眼鏡,智慧門市會員方案,member,親子,6188.75,6240.0,0.008,79679.55,0.867,1,378,2650.41,156000.0,True
2025-07-21,寶島眼鏡,日常鏡框,online,年輕族群,3721.12,3744.0,0.006,20507.91,0.902,1,215,1628.94,93600.0,True
2025-07-28,寶島眼鏡,機能鏡片,store,年輕族群,4311.35,4576.0,0.058,48976.32,1.046,1,296,1892.55,114400.0,True
2025-08-04,寶島眼鏡,親子視覺健康,event,年輕族群,5035.28,5408.0,0.069,68559.04,0.857,1,382,2258.94,135200.0,True
2025-08-11,寶島眼鏡,智慧門市會員方案,member,年輕族群,6143.73,6240.0,0.015,63387.18,0.909,1,349,2730.88,156000.0,True
2025-08-18,寶島眼鏡,日常鏡框,online,新客,3744.0,3744.0,0.0,37916.98,0.915,1,229,1639.89,93600.0,True
2025-08-25,寶島眼鏡,機能鏡片,store,新客,4111.05,4576.0,0.102,50307.65,1.03,1,322,1962.64,114400.0,True
2025-09-01,寶島眼鏡,親子視覺健康,event,新客,4953.6,5408.0,0.084,67715.73,0.823,0,352,2265.43,135200.0,True
2025-09-08,寶島眼鏡,智慧門市會員方案,member,新客,5244.26,6240.0,0.16,78596.25,0.836,0,436,2814.99,156000.0,True
2025-09-15,寶島眼鏡,日常鏡框,online,熟客,3375.72,3744.0,0.098,31898.63,0.827,0,242,1564.08,93600.0,True
2025-09-22,寶島眼鏡,機能鏡片,store,熟客,4141.44,4576.0,0.095,43713.45,0.951,0,284,2057.39,114400.0,True
2025-09-29,寶島眼鏡,親子視覺健康,event,熟客,5408.0,5408.0,0.0,67567.41,0.95,0,322,2364.11,135200.0,True
2025-10-06,寶島眼鏡,智慧門市會員方案,member,熟客,5333.02,6240.0,0.145,69398.1,0.861,0,376,2607.83,156000.0,True
2025-01-06,寶島眼鏡,日常鏡框,online,親子,3179.27,3744.0,0.151,45806.21,1.041,0,317,1613.76,93600.0,True
2025-01-13,寶島眼鏡,機能鏡片,store,親子,4170.42,4576.0,0.089,57570.75,0.924,0,326,2089.87,114400.0,True
2025-01-20,寶島眼鏡,親子視覺健康,event,親子,4841.22,5408.0,0.105,65537.86,0.893,0,345,2411.96,135200.0,True
2025-01-27,寶島眼鏡,智慧門市會員方案,member,親子,5038.48,6240.0,0.193,82095.14,0.916,0,436,2629.27,156000.0,True
2025-02-03,寶島眼鏡,日常鏡框,online,年輕族群,3744.0,3744.0,0.0,41116.57,0.904,1,263,1565.61,93600.0,True
2025-02-10,寶島眼鏡,機能鏡片,store,年輕族群,3967.84,4576.0,0.133,45871.57,0.966,1,331,1924.97,114400.0,True
2025-02-17,寶島眼鏡,親子視覺健康,event,年輕族群,5408.0,5408.0,0.0,51701.84,0.836,1,306,2369.02,135200.0,True
2025-02-24,寶島眼鏡,智慧門市會員方案,member,年輕族群,6188.69,6240.0,0.008,84817.56,1.006,1,410,2654.86,156000.0,True
2025-03-03,寶島眼鏡,日常鏡框,online,新客,3397.63,3744.0,0.093,23816.03,0.908,0,191,1546.67,93600.0,True
2025-03-10,寶島眼鏡,機能鏡片,store,新客,4069.99,4576.0,0.111,57250.94,0.829,0,307,1907.5,114400.0,True
2025-03-17,寶島眼鏡,親子視覺健康,event,新客,4677.55,5408.0,0.135,61949.64,0.945,0,337,2328.72,135200.0,True
2025-03-24,寶島眼鏡,智慧門市會員方案,member,新客,6240.0,6240.0,0.0,77450.27,0.9,0,337,2761.47,156000.0,True
2025-03-31,寶島眼鏡,日常鏡框,online,熟客,3011.36,3744.0,0.196,33830.98,0.961,0,260,1629.58,93600.0,True
2025-04-07,寶島眼鏡,機能鏡片,store,熟客,3666.52,4576.0,0.199,,0.94,0,339,1938.43,114400.0,True
2025-04-14,寶島眼鏡,親子視覺健康,event,熟客,5169.91,5408.0,0.044,78675.09,0.873,0,365,2318.68,135200.0,True
2025-04-21,寶島眼鏡,智慧門市會員方案,member,熟客,5590.94,6240.0,0.104,79715.67,1.061,0,388,2737.01,156000.0,True
2025-04-28,寶島眼鏡,日常鏡框,online,親子,3449.46,3744.0,0.079,32766.71,0.891,0,245,1596.26,93600.0,True
2025-05-05,寶島眼鏡,機能鏡片,store,親子,4425.08,4576.0,0.033,51554.01,1.06,0,287,2064.91,114400.0,True
2025-05-12,寶島眼鏡,親子視覺健康,event,親子,4586.05,5408.0,0.152,61990.67,1.03,0,336,2291.88,135200.0,True
2025-05-19,寶島眼鏡,智慧門市會員方案,member,親子,5348.72,6240.0,0.143,76801.53,0.801,0,394,2709.97,156000.0,True
2025-05-26,寶島眼鏡,日常鏡框,online,年輕族群,3744.0,3744.0,0.0,35938.76,1.087,0,233,1576.28,93600.0,True
2025-06-02,寶島眼鏡,機能鏡片,store,年輕族群,4249.28,4576.0,0.071,44861.61,0.928,0,278,1953.44,114400.0,True
2025-06-09,寶島眼鏡,親子視覺健康,event,年輕族群,4618.84,5408.0,0.146,74176.85,0.815,0,409,2326.7,135200.0,True
2025-06-16,寶島眼鏡,智慧門市會員方案,member,年輕族群,5630.25,6240.0,0.098,82695.41,1.032,0,412,2715.9,156000.0,True
2025-06-23,寶島眼鏡,日常鏡框,online,新客,3245.49,3744.0,0.133,39490.43,0.924,0,269,1614.66,93600.0,True
2025-06-30,寶島眼鏡,機能鏡片,store,新客,4295.72,4576.0,0.061,51906.75,0.916,0,281,1853.96,114400.0,True
2025-07-07,寶島眼鏡,親子視覺健康,event,新客,5121.53,5408.0,0.053,63196.88,0.997,1,362,2296.23,135200.0,True
2025-07-14,寶島眼鏡,智慧門市會員方案,member,新客,6148.74,6240.0,0.015,84283.86,1.066,1,385,2707.34,156000.0,True
2025-07-21,寶島眼鏡,日常鏡框,online,熟客,3744.0,3744.0,0.0,29211.55,1.014,1,194,1609.08,93600.0,True
2025-07-28,寶島眼鏡,機能鏡片,store,熟客,3922.37,4576.0,0.143,51174.41,0.936,1,309,2004.84,114400.0,True
2025-08-04,寶島眼鏡,親子視覺健康,event,熟客,4584.92,5408.0,0.152,62078.5,0.961,1,369,2317.42,135200.0,True
2025-08-11,寶島眼鏡,智慧門市會員方案,member,熟客,4981.61,6240.0,0.202,90991.31,0.949,1,506,2717.08,156000.0,True
2025-08-18,寶島眼鏡,日常鏡框,online,親子,3588.69,3744.0,0.041,37494.93,1.053,1,277,1598.36,93600.0,True
2025-08-25,寶島眼鏡,機能鏡片,store,親子,4367.32,4576.0,0.046,59213.57,0.957,1,313,1936.03,114400.0,True
2025-09-01,寶島眼鏡,親子視覺健康,event,親子,4810.24,5408.0,0.111,67593.01,0.874,0,351,2356.01,135200.0,True
2025-09-08,寶島眼鏡,智慧門市會員方案,member,親子,5288.65,6240.0,0.152,77748.22,0.989,0,392,2702.22,156000.0,True
2025-09-15,寶島眼鏡,日常鏡框,online,年輕族群,3121.27,3744.0,0.166,17781.45,0.884,0,221,1595.13,93600.0,True
2025-09-22,寶島眼鏡,機能鏡片,store,年輕族群,4291.32,4576.0,0.062,43223.02,1.0,0,270,1902.02,114400.0,True
2025-09-29,寶島眼鏡,親子視覺健康,event,年輕族群,5171.27,5408.0,0.044,59491.08,1.151,0,281,2384.27,135200.0,True
2025-10-06,寶島眼鏡,智慧門市會員方案,member,年輕族群,5257.38,6240.0,0.157,69495.16,0.984,0,383,2484.28,156000.0,True
